	labels	perc
0	16 - 18	0.5128205128205128
1	18 - 22	3.8461538461538463
2	22 - 23	5.128205128205129
3	23 - 25	83.07692307692308
4	25 - 26	4.358974358974359
5	26 - 33	3.076923076923077
